,Sentence,Sentiment
15180,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
15181,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
15182,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",neutral
15183,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative
15184,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,neutral
15185,The company specialises in temporary electrification and heating at construction sites .,neutral
15186,"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",positive
15187,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,neutral
15188,"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",neutral
15189,The company then said it will focus its resources on clinical research .,neutral
15190,The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive
15191,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral
15192,The company website is www.ahlstrom.com .,neutral
15193,The company will also be compensated for acting as a reserve batch plant .,positive
15194,"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday .",neutral
15195,The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral
15196,The company will build altogether 130 new substations by the end of this year .,neutral
15197,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral
15198,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,positive
15199,The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,neutral
15200,The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive
15201,"The company will pay a dividend of EUR 0.50 per share , a total of EUR 14mn .",neutral
15202,The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral
15203,"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral
15204,The company will release its 2010 results on 11 February 2011 .,neutral
15205,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",neutral
15206,The company will use the assets for strengthening its balance sheet and financial position .,positive
15207,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral
15208,"The competition was received with great enthusiasm by the employees , he goes on .",positive
15209,The completion of the recycling plant is an important link in the chain of creating a waste management system in the Dubna region that meets the EU standards .,positive
15210,The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral
15211,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''",neutral
15212,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
15213,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral
15214,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",neutral
15215,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,neutral
15216,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral
15217,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",neutral
15218,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral
15219,"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral
15220,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
15221,"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral
15222,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral
15223,"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",positive
15224,"The contract covers installation , training and start-up services .",neutral
15225,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,neutral
15226,"The contract covers the manufacturing , surface-treatment and installation of the steel structures .",neutral
15227,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral
15228,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral
15229,The contract has been allotted as per lowest price criteria .,neutral
15230,The contract includes an option to deliver an additional 75 ASCs in the next phases of the project .,neutral
15231,"The contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
15232,The contract includes heating plant equipment and associated installation work .,neutral
15233,"The contract includes software licences , application maintenance and training .",neutral
15234,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",neutral
15235,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral
15236,The contract is for next year .,neutral
15237,The contract is worth some EUR 1 million .,neutral
15238,"The contract traded at an all-time high of $ 50,200 a ton on April 24 .",neutral
15239,The contract value amounts to EUR 2.4 million .,neutral
15240,"The contract value amounts to about EUR11m , the company added .",neutral
15241,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,positive
15242,The contract will take effect in 2009 for a five or ten year period .,neutral
15243,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral
15244,"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral
15245,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral
15246,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,neutral
15247,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,positive
15248,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",negative
15249,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 .",neutral
15250,The cooperation will double The Switch 's converter capacity .,positive
15251,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral
15252,The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,neutral
15253,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
15254,"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral
15255,"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",positive
15256,The corrected chapter is in its entirety below .,neutral
15257,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",neutral
15258,"The corresponding increase in the share capital , in total EUR 300,00 was registered in the Finnish Trade Register on May 8 , 2008 .",neutral
15259,"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",neutral
15260,"The corresponding share capital increase , EUR 1,012,945.50 was entered in the Trade Register today .",neutral
15261,"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral
15262,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",neutral
15263,The costs of the new ropax vessels are 30 % lower than those of the present ones .,positive
15264,The court found TelecomInvest 's arguments convincing .,positive
15265,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,neutral
15266,The credit covers approximately 70 % of the ship 's price .,neutral
15267,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative
15268,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",neutral
15269,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,negative
15270,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative
15271,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,neutral
15272,The customer is cooperative retailer Osuuskauppa Suur-Savo .,neutral
15273,The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral
15274,"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral
15275,The customers will have an access to integrated propeller and gear packages from one source .,neutral
15276,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",neutral
15277,The deal also includes a ten-year maintenance agreement .,neutral
15278,"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",neutral
15279,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said .",neutral
15280,The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral
15281,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",neutral
15282,The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral
15283,The deal is subject to approval by the Norwegian competition authorities .,neutral
15284,The deal means that ten persons in three countries will transfer to Tieto .,neutral
15285,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,positive
15286,The deal was worth about EUR 1.2 mn .,neutral
15287,The deal will have no significant effect on the acquiring company 's equity ratio .,neutral
15288,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative
15289,"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",neutral
15290,"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
15291,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said .",neutral
15292,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral
15293,"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",positive
15294,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral
15295,The deliveries are scheduled for the summer and autumn of 2008 .,neutral
15296,The deliveries started in April 2006 and will be completed in 2007 .,neutral
15297,The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
15298,"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",positive
15299,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral
15300,"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",neutral
15301,"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",neutral
15302,The devices also contains Finnair 's own application for compiling customer feed-back and ideas for product development .,neutral
15303,"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral
15304,The diesel margin has remained high .,positive
15305,The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral
15306,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,positive
15307,The dismissed staff members will now take the matter to court unless it can be settled outside .,negative
15308,The dismissed staff members will now take the matter to court unless it can be settled outside .,neutral
15309,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive
15310,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,neutral
15311,"The divested company is part of TietoEnator 's business area Government , Manufacturing & Retail .",neutral
15312,The divested stake represented about 2.7 m shares in Okmetic 's capital .,neutral
15313,"The divestment is in line with the company 's plans to focus on selected growth segments and streamline corporate structure , the company explained .",positive
15314,The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive
15315,"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral
15316,"The dividend will be paid on April 15 , 2008 to each of the shareholders who on the record date of April 8 , 2008 have been entered in the list of shareholders kept by the Finnish Central Securities Depository Ltd. .",neutral
15317,The dividend will come on top of the 0.45 eur on A shares and 0.43 on K shares it has already paid on last year 's accounts .,neutral
15318,The dividends payable annually shall be deducted from the share subscription price .,neutral
15319,"The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time .",neutral
15320,"The dollar fell , though , against the pound and the yen .",negative
15321,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral
15322,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral
15323,The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral
15324,The duration of the contract is 37 months .,neutral
15325,The duration of the lay-offs per employee will vary from one to six weeks .,neutral
15326,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",neutral
15327,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,neutral
15328,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",positive
15329,The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 .,positive
15330,"The effect may remain short-lived , however .",neutral
15331,The effect of the savings will be noticeable as of the beginning of 2010 .,positive
15332,The effect of the savings will be noticeable from the beginning of 2010 .,neutral
15333,The electricity requirement of networks will grow with the new mobile generation .,neutral
15334,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral
15335,The empire strikes back: Why gold will matter in 2014,neutral
15336,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
15337,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",neutral
15338,"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral
15339,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,negative
15340,"The end-to-end delivery combines the competencies and services from TietoEnators Telecom & Media , Processing & Network and Digital Innovations Business Areas .",neutral
15341,The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,neutral
15342,The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral
15343,The energy-efficient data center will be built by combining an effective energy solution with state-of-the-art technology .,positive
15344,"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral
15345,The enterprise value of Maritim Food AS has been determined as approximately EUR15m .,neutral
15346,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral
15347,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",neutral
15348,"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral
15349,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",positive
15350,The estimated annual value of the frame agreement is about EUR 50mn .,neutral
15351,The estimated synergy benefits are at least EUR7m annually .,positive
15352,"The estimated turnover of the new company is LVL 2,5 million EEK 40 million .",neutral
15353,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
15354,The estimated value of the deal is USD 9.2 million .,neutral
15355,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral
15356,The event can also be viewed as a live webcast at www.cargotec.com .,neutral
15357,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral
15358,"The evidentiary hearing in the Investigation is scheduled for April 21 - May 1 , 2008 .",neutral
15359,The executive group will participate in the adjustments with a fixed-term 5 % salary cut .,positive
15360,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",neutral
15361,The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral
15362,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
15363,"The expanded agreement covers the sale , marketing and distribution of Benefon 's navigation and locator devices in China .",neutral
15364,The expanded company will continue to be called NewPage .,neutral
15365,The expanded plant is scheduled to be operational by the middle of October 2009 .,neutral
15366,The expansion aims to attract new customers both in Finland and abroad .,positive
15367,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,positive
15368,The expansion is to be finalized in the autumn of 2009 .,neutral
15369,The expansion will be delivered in the fourth quarter of 2006 .,neutral
15370,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral
15371,The facility consists of a seven year bullet term loan of 200 mln euro $ 292.4 mln and a 150 mln euro $ 219.3 mln five year revolving credit facility .,neutral
15372,"The facility will be used to refinance Citycon 's existing credit facility , the company said .",neutral
15373,"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral
15374,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",negative
15375,"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",neutral
15376,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral
15377,"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive
15378,The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral
15379,The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago .,positive
15380,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative
15381,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,neutral
15382,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative
15383,The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,neutral
15384,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
15385,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
15386,"The familiar blue , white , and red HK seal has received a more authentic look .",neutral
15387,The figure does not include food exports from Finland .,neutral
15388,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million .",neutral
15389,The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral
15390,"The final price will be specified by 14 May 2010 , the acquiring company said .",neutral
15391,The financial details of the acquisition were not disclosed .,neutral
15392,The financial details of the transaction were not disclosed .,neutral
15393,"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive
15394,"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive
15395,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
15396,The fine print is here .,neutral
15397,"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral
15398,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral
15399,The firm builds components for mobile phones and other communications products .,neutral
15400,The firm generated sales of 187 mln eur in 2005 .,neutral
15401,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral
15402,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,neutral
15403,"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco .",neutral
15404,The first group of customers to be trained will be paint-shop owners and their assistants .,neutral
15405,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",neutral
15406,The first of the two project phases is expected to be completed by the end of 2012 .,neutral
15407,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral
15408,The first phase will be completed by the end of 2012 .,neutral
15409,The first quarter was as expected and was in line with analysts ' forecasts .,neutral
15410,The first ship has been delayed and is estimated to be completed in spring 2010 .,negative
15411,The first stage of the contract covers 133 stores and 600 cash registers .,neutral
15412,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral
15413,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",neutral
15414,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral
15415,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
15416,"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",neutral
15417,"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral
15418,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral
15419,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,neutral
15420,The forecast for 2012 is 3.3 % .,neutral
15421,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral
15422,"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive
15423,The front surfaces of these valve plates are directed towards each other .,neutral
15424,The fuel purchase contracts have been signed with three months ' delivery from this September to November .,neutral
15425,The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral
15426,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,neutral
15427,The fund at fair value will increase correspondingly .,positive
15428,The fundamental road ahead: Markets seen rangebound in December,neutral
15429,The goal is significant expansion in Finland and in the northern Baltic region .,neutral
15430,The goal is to secure the company 's profitability and competitiveness .,neutral
15431,The goal will be achieved via organic growth possibly supplemented by acquisitions .,neutral
15432,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
15433,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc .",neutral
15434,"The gross area of eight houses will be 12,167 m2 .",neutral
15435,"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral
15436,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral
15437,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive
15438,The group 's net sales in 2007 were EUR683 .6 m.,neutral
15439,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative
15440,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",neutral
15441,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 .",neutral
15442,The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral
15443,"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
15444,"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",neutral
15445,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,neutral
15446,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,neutral
15447,The group will expand the chain to include 45 stores .,positive
15448,The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive
15449,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive
15450,The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific .,positive
15451,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 .,positive
15452,"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral
15453,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative
15454,The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,neutral
15455,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral
15456,The handset maker did not disclose any financial details .,neutral
15457,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral
15458,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",neutral
15459,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral
15460,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral
15461,The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,neutral
15462,"The iTunes-based material will be accessible on Windows-based or Macintosh computers and transferable to portable devices , including Apple 's iPods .",positive
15463,The idea of saving electricity in data transfer is still a new one .,neutral
15464,The identity of the buyer is not yet known .,neutral
15465,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,neutral
15466,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,neutral
15467,The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral
15468,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral
15469,"The important thing now is to keep the bank 's existing 15,000 customers .",neutral
15470,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",neutral
15471,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral
15472,The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .,positive
15473,The increase range will vary up to 10 % .,neutral
15474,The indexes include the top companies that are committed to sustainable development .,neutral
15475,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral
15476,The insurance division turned a EUR120m profit .,neutral
15477,The insurer anticipates its share in Nordea 's net profit to be significant .,positive
15478,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral
15479,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .,neutral
15480,"The interim report for the first quarter is published on May 8 , 2009 .",neutral
15481,"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported .",negative
15482,The invention carries International Patent Publication No. .,neutral
15483,The inventor was issued U.S. Patent No. .,neutral
15484,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral
15485,"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral
15486,The investment will be worth approximately EUR 100mn .,neutral
15487,The investment would be some EUR5m .,neutral
15488,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive
15489,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral
15490,The issuer is solely responsible for the content of this announcement .,neutral
15491,The issuer is solely responsible for the content of this announcement .,neutral
15492,The issuer is solely responsible for the content of this announcement .,neutral
15493,The issuer is solely responsible for the content of this announcement .,neutral
15494,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",positive
15495,The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms .,neutral
15496,"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral
